Shift_Point1,Shift_Point2,Toward_Point,Actual_Coord,RSSI,Normalized1,Normalized2,Normalized3,Best_Shift,Best_coord,Best_accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy
E,B,D,"[3.9, 1.9]","[-68, -64, -66, -81, -82, -66]","{0.842: [0.171, 0.19, 0.175, 0.421, 0.745, 0.12]}","{0.676: [0.789, 0.099, 0.143, 0.095, 0.012, 0.12]}","{0.357: [0.081, 0.0, 0.043, 0.5, 0.281, 0.138]}",9,"(2.8, 5.0)",3.289,0,"(1.0, 5.0)",4.245,1,"(1.2, 5.0)",4.111,2,"(1.4, 5.0)",3.982,3,"(1.6, 5.0)",3.86,4,"(1.8, 5.0)",3.744,5,"(2.0, 5.0)",3.636,6,"(2.2, 5.0)",3.536,7,"(2.4, 5.0)",3.444,8,"(2.6, 5.0)",3.362,9,"(2.8, 5.0)",3.289
E,C,D,"[1.05, 3.6]","[-51, -54, -56, -69, -75, -79]","{0.736: [0.378, 0.316, 0.3, 0.211, 0.596, 0.053]}","{0.519: [0.44, 0.379, 0.391, 0.055, 0.136, 0.082]}","{0.394: [0.311, 0.156, 0.188, 0.278, 0.172, 0.362]}",9,"(3.0, 5.3)",2.587,0,"(3.0, 8.3)",5.088,1,"(3.0, 8.0)",4.813,2,"(3.0, 7.7)",4.54,3,"(3.0, 7.3)",4.182,4,"(3.0, 7.0)",3.92,5,"(3.0, 6.7)",3.662,6,"(3.0, 6.3)",3.331,7,"(3.0, 6.0)",3.092,8,"(3.0, 5.7)",2.866,9,"(3.0, 5.3)",2.587
E,D,C,"[3.5, 0.2]","[-50, -67, -69, -68, -68, -85]","{0.449: [0.39, 0.152, 0.138, 0.193, 0.447, 0.133]}","{0.395: [0.324, 0.047, 0.0, 0.259, 0.062, 0.466]}","{0.354: [0.342, 0.082, 0.327, 0.15, 0.261, 0.181]}",8,"(5.4, 1.0)",2.062,0,"(3.0, 5.0)",4.826,1,"(3.3, 4.5)",4.305,2,"(3.6, 4.0)",3.801,3,"(3.9, 3.5)",3.324,4,"(4.2, 3.0)",2.886,5,"(4.5, 2.5)",2.508,6,"(4.8, 2.0)",2.22,7,"(5.1, 1.5)",2.062,8,"(5.4, 1.0)",2.062,9,"(5.7, 0.5)",2.22
D,E,C,"[2.2, 3]","[-52, -64, -64, -67, -70, -73]","{0.481: [0.366, 0.19, 0.2, 0.175, 0.489, 0.027]}","{0.357: [0.429, 0.264, 0.304, 0.082, 0.061, 0.0]}","{0.252: [0.316, 0.123, 0.231, 0.163, 0.239, 0.014]}",4,"(4.8, 4.0)",2.786,0,"(4.0, 6.7)",4.115,1,"(4.2, 6.0)",3.606,2,"(4.4, 5.3)",3.183,3,"(4.6, 4.7)",2.941,4,"(4.8, 4.0)",2.786,5,"(5.0, 3.3)",2.816,6,"(5.2, 2.7)",3.015,7,"(5.4, 2.0)",3.353,8,"(5.6, 1.3)",3.801,9,"(5.8, 0.7)",4.272
C,E,D,"[2.1, 4.3]","[-55, -58, -65, -69, -70, -78]","{0.5: [0.329, 0.266, 0.188, 0.211, 0.489, 0.04]}","{0.366: [0.396, 0.333, 0.293, 0.055, 0.061, 0.068]}","{0.289: [0.447, 0.183, 0.156, 0.068, 0.157, 0.04]}",3,"(1.4, 4.7)",0.806,0,"(2.0, 6.7)",2.402,1,"(1.8, 6.0)",1.726,2,"(1.6, 5.3)",1.118,3,"(1.4, 4.7)",0.806,4,"(1.2, 4.0)",0.949,5,"(1.0, 3.3)",1.487,6,"(0.8, 2.7)",2.062,7,"(0.6, 2.0)",2.746,8,"(0.4, 1.3)",3.448,9,"(0.2, 0.7)",4.071
C,E,D,"[0.5, 6.95]","[-57, -59, -62, -72, -72, -77]","{0.561: [0.305, 0.253, 0.225, 0.263, 0.532, 0.027]}","{0.361: [0.374, 0.322, 0.326, 0.014, 0.091, 0.055]}","{0.337: [0.5, 0.169, 0.195, 0.027, 0.133, 0.027]}",0,"(2.0, 6.7)",1.521,0,"(2.0, 6.7)",1.521,1,"(1.8, 6.0)",1.61,2,"(1.6, 5.3)",1.983,3,"(1.4, 4.7)",2.423,4,"(1.2, 4.0)",3.032,5,"(1.0, 3.3)",3.684,6,"(0.8, 2.7)",4.261,7,"(0.6, 2.0)",4.951,8,"(0.4, 1.3)",5.651,9,"(0.2, 0.7)",6.257
E,D,C,"[3.5, 0.2]","[-52, -67, -67, -68, -72, -85]","{0.522: [0.366, 0.152, 0.163, 0.193, 0.532, 0.133]}","{0.391: [0.297, 0.047, 0.029, 0.259, 0.125, 0.466]}","{0.351: [0.429, 0.23, 0.272, 0.068, 0.091, 0.164]}",0,"(3.0, 8.3)",8.115,0,"(3.0, 8.3)",8.115,1,"(3.3, 8.5)",8.302,2,"(3.6, 8.7)",8.501,3,"(3.9, 8.8)",8.609,4,"(4.2, 9.0)",8.828,5,"(4.5, 9.2)",9.055,6,"(4.8, 9.3)",9.192,7,"(5.1, 9.5)",9.437,8,"(5.4, 9.7)",9.688,9,"(5.7, 9.8)",9.849
B,E,D,"[0.5, 6.95]","[-58, -60, -60, -68, -71, -77]","{0.505: [0.293, 0.241, 0.25, 0.193, 0.511, 0.027]}","{0.379: [0.526, 0.155, 0.221, 0.081, 0.145, 0.027]}","{0.363: [0.363, 0.31, 0.348, 0.068, 0.076, 0.055]}",0,"(2.0, 6.7)",1.521,0,"(2.0, 6.7)",1.521,1,"(2.4, 7.0)",1.901,2,"(2.8, 7.3)",2.326,3,"(3.2, 7.7)",2.802,4,"(3.6, 8.0)",3.273,5,"(4.0, 8.3)",3.751,6,"(4.4, 8.7)",4.275,7,"(4.8, 9.0)",4.764,8,"(5.2, 9.3)",5.255,9,"(5.6, 9.7)",5.794
E,C,D,"[4.9, 5]","[-54, -56, -65, -73, -76, -79]","{0.699: [0.341, 0.291, 0.188, 0.281, 0.617, 0.053]}","{0.409: [0.407, 0.356, 0.293, 0.0, 0.152, 0.082]}","{0.382: [0.27, 0.125, 0.058, 0.352, 0.188, 0.362]}",9,"(3.0, 5.3)",1.924,0,"(3.0, 8.3)",3.808,1,"(3.0, 8.0)",3.551,2,"(3.0, 7.7)",3.302,3,"(3.0, 7.3)",2.983,4,"(3.0, 7.0)",2.759,5,"(3.0, 6.7)",2.55,6,"(3.0, 6.3)",2.302,7,"(3.0, 6.0)",2.147,8,"(3.0, 5.7)",2.025,9,"(3.0, 5.3)",1.924
E,B,D,"[5.6, 9.5]","[-62, -69, -71, -84, -92, -95]","{1.301: [0.244, 0.127, 0.113, 0.474, 0.957, 0.267]}","{0.941: [0.162, 0.078, 0.029, 0.556, 0.438, 0.638]}","{0.507: [0.632, 0.028, 0.078, 0.135, 0.108, 0.267]}",0,"(1.0, 5.0)",6.435,0,"(1.0, 5.0)",6.435,1,"(0.9, 4.5)",6.862,2,"(0.8, 4.0)",7.3,3,"(0.7, 3.5)",7.747,4,"(0.6, 3.0)",8.201,5,"(0.5, 2.5)",8.661,6,"(0.4, 2.0)",9.126,7,"(0.3, 1.5)",9.596,8,"(0.2, 1.0)",10.07,9,"(0.1, 0.5)",10.548
E,D,C,"[2.2, 7.4]","[-50, -58, -59, -68, -70, -83]","{0.579: [0.39, 0.266, 0.263, 0.193, 0.489, 0.107]}","{0.471: [0.451, 0.333, 0.359, 0.068, 0.061, 0.137]}","{0.397: [0.324, 0.094, 0.145, 0.259, 0.094, 0.431]}",3,"(3.0, 7.3)",0.806,0,"(3.0, 8.3)",1.204,1,"(3.0, 8.0)",1.0,2,"(3.0, 7.7)",0.854,3,"(3.0, 7.3)",0.806,4,"(3.0, 7.0)",0.894,5,"(3.0, 6.7)",1.063,6,"(3.0, 6.3)",1.36,7,"(3.0, 6.0)",1.612,8,"(3.0, 5.7)",1.879,9,"(3.0, 5.3)",2.247
E,C,D,"[1.5, 7.6]","[-53, -58, -63, -70, -75, -78]","{0.65: [0.354, 0.266, 0.212, 0.228, 0.596, 0.04]}","{0.41: [0.418, 0.333, 0.315, 0.041, 0.136, 0.068]}","{0.335: [0.284, 0.094, 0.087, 0.296, 0.172, 0.345]}",2,"(3.0, 7.7)",1.503,0,"(3.0, 8.3)",1.655,1,"(3.0, 8.0)",1.552,2,"(3.0, 7.7)",1.503,3,"(3.0, 7.3)",1.53,4,"(3.0, 7.0)",1.616,5,"(3.0, 6.7)",1.749,6,"(3.0, 6.3)",1.985,7,"(3.0, 6.0)",2.193,8,"(3.0, 5.7)",2.421,9,"(3.0, 5.3)",2.746
E,D,C,"[3.7, 4.9]","[-52, -58, -62, -69, -74, -85]","{0.648: [0.366, 0.266, 0.225, 0.211, 0.574, 0.133]}","{0.446: [0.429, 0.333, 0.326, 0.055, 0.121, 0.164]}","{0.425: [0.297, 0.094, 0.101, 0.278, 0.156, 0.466]}",9,"(3.0, 5.3)",0.806,0,"(3.0, 8.3)",3.471,1,"(3.0, 8.0)",3.178,2,"(3.0, 7.7)",2.886,3,"(3.0, 7.3)",2.5,4,"(3.0, 7.0)",2.214,5,"(3.0, 6.7)",1.931,6,"(3.0, 6.3)",1.565,7,"(3.0, 6.0)",1.304,8,"(3.0, 5.7)",1.063,9,"(3.0, 5.3)",0.806
E,D,C,"[1.8, 9.7]","[-52, -57, -73, -79, -78, -86]","{0.826: [0.366, 0.278, 0.087, 0.386, 0.66, 0.147]}","{0.598: [0.297, 0.109, 0.058, 0.463, 0.219, 0.483]}","{0.418: [0.429, 0.345, 0.207, 0.082, 0.182, 0.178]}",0,"(3.0, 8.3)",1.844,0,"(3.0, 8.3)",1.844,1,"(3.3, 8.5)",1.921,2,"(3.6, 8.7)",2.059,3,"(3.9, 8.8)",2.285,4,"(4.2, 9.0)",2.5,5,"(4.5, 9.2)",2.746,6,"(4.8, 9.3)",3.027,7,"(5.1, 9.5)",3.306,8,"(5.4, 9.7)",3.6,9,"(5.7, 9.8)",3.901
E,B,D,"[1.8, 4.8]","[-58, -68, -70, -72, -73, -73]","{0.497: [0.293, 0.139, 0.125, 0.263, 0.553, 0.027]}","{0.303: [0.526, 0.042, 0.091, 0.027, 0.12, 0.027]}","{0.249: [0.216, 0.062, 0.014, 0.333, 0.141, 0.259]}",4,"(1.8, 5.0)",0.2,0,"(1.0, 5.0)",0.825,1,"(1.2, 5.0)",0.632,2,"(1.4, 5.0)",0.447,3,"(1.6, 5.0)",0.283,4,"(1.8, 5.0)",0.2,5,"(2.0, 5.0)",0.283,6,"(2.2, 5.0)",0.447,7,"(2.4, 5.0)",0.632,8,"(2.6, 5.0)",0.825,9,"(2.8, 5.0)",1.02
D,C,E,"[3.4, 3.8]","[-52, -59, -62, -68, -67, -73]","{0.468: [0.366, 0.253, 0.225, 0.193, 0.426, 0.027]}","{0.399: [0.429, 0.322, 0.326, 0.068, 0.015, 0.0]}","{0.27: [0.316, 0.192, 0.192, 0.15, 0.272, 0.014]}",4,"(4.8, 4.0)",1.414,0,"(4.0, 6.7)",2.961,1,"(4.2, 6.0)",2.341,2,"(4.4, 5.3)",1.803,3,"(4.6, 4.7)",1.5,4,"(4.8, 4.0)",1.414,5,"(5.0, 3.3)",1.676,6,"(5.2, 2.7)",2.11,7,"(5.4, 2.0)",2.691,8,"(5.6, 1.3)",3.33,9,"(5.8, 0.7)",3.92
E,D,C,"[5.5, 5.4]","[-51, -64, -67, -75, -78, -80]","{0.746: [0.378, 0.19, 0.163, 0.316, 0.66, 0.067]}","{0.441: [0.311, 0.0, 0.029, 0.389, 0.219, 0.379]}","{0.381: [0.44, 0.264, 0.272, 0.027, 0.182, 0.096]}",3,"(3.9, 8.8)",3.758,0,"(3.0, 8.3)",3.829,1,"(3.3, 8.5)",3.801,2,"(3.6, 8.7)",3.808,3,"(3.9, 8.8)",3.758,4,"(4.2, 9.0)",3.828,5,"(4.5, 9.2)",3.929,6,"(4.8, 9.3)",3.962,7,"(5.1, 9.5)",4.119,8,"(5.4, 9.7)",4.301,9,"(5.7, 9.8)",4.405
B,D,E,"[4.5, 1.5]","[-60, -63, -66, -64, -75, -74]","{0.514: [0.268, 0.203, 0.175, 0.123, 0.596, 0.013]}","{0.395: [0.579, 0.113, 0.143, 0.135, 0.096, 0.013]}","{0.305: [0.341, 0.276, 0.283, 0.123, 0.136, 0.014]}",0,"(2.0, 6.7)",5.77,0,"(2.0, 6.7)",5.77,1,"(2.4, 7.0)",5.887,2,"(2.8, 7.3)",6.044,3,"(3.2, 7.7)",6.335,4,"(3.6, 8.0)",6.562,5,"(4.0, 8.3)",6.818,6,"(4.4, 8.7)",7.201,7,"(4.8, 9.0)",7.506,8,"(5.2, 9.3)",7.831,9,"(5.6, 9.7)",8.273
E,D,C,"[5.8, 7.5]","[-53, -56, -67, -71, -70, -78]","{0.539: [0.354, 0.291, 0.163, 0.246, 0.489, 0.04]}","{0.386: [0.418, 0.356, 0.272, 0.027, 0.061, 0.068]}","{0.325: [0.284, 0.125, 0.029, 0.315, 0.094, 0.345]}",2,"(3.0, 7.7)",2.807,0,"(3.0, 8.3)",2.912,1,"(3.0, 8.0)",2.844,2,"(3.0, 7.7)",2.807,3,"(3.0, 7.3)",2.807,4,"(3.0, 7.0)",2.844,5,"(3.0, 6.7)",2.912,6,"(3.0, 6.3)",3.046,7,"(3.0, 6.0)",3.176,8,"(3.0, 5.7)",3.329,9,"(3.0, 5.3)",3.561
D,E,C,"[5.1, 1.9]","[-51, -59, -65, -65, -70, -79]","{0.504: [0.378, 0.253, 0.188, 0.14, 0.489, 0.053]}","{0.407: [0.44, 0.322, 0.293, 0.11, 0.061, 0.082]}","{0.308: [0.329, 0.192, 0.25, 0.188, 0.239, 0.097]}",7,"(5.4, 2.0)",0.316,0,"(4.0, 6.7)",4.924,1,"(4.2, 6.0)",4.198,2,"(4.4, 5.3)",3.471,3,"(4.6, 4.7)",2.844,4,"(4.8, 4.0)",2.121,5,"(5.0, 3.3)",1.404,6,"(5.2, 2.7)",0.806,7,"(5.4, 2.0)",0.316,8,"(5.6, 1.3)",0.781,9,"(5.8, 0.7)",1.389
C,D,E,"[1.8, 3.2]","[-55, -59, -64, -64, -73, -71]","{0.536: [0.329, 0.253, 0.2, 0.123, 0.553, 0.053]}","{0.38: [0.396, 0.322, 0.304, 0.123, 0.106, 0.027]}","{0.293: [0.447, 0.169, 0.169, 0.135, 0.12, 0.053]}",5,"(1.0, 3.3)",0.806,0,"(2.0, 6.7)",3.506,1,"(1.8, 6.0)",2.8,2,"(1.6, 5.3)",2.11,3,"(1.4, 4.7)",1.552,4,"(1.2, 4.0)",1.0,5,"(1.0, 3.3)",0.806,6,"(0.8, 2.7)",1.118,7,"(0.6, 2.0)",1.697,8,"(0.4, 1.3)",2.36,9,"(0.2, 0.7)",2.968
B,E,D,"[0.5, 6.95]","[-59, -60, -60, -68, -71, -77]","{0.497: [0.28, 0.241, 0.25, 0.193, 0.511, 0.027]}","{0.408: [0.553, 0.155, 0.221, 0.081, 0.145, 0.027]}","{0.355: [0.352, 0.31, 0.348, 0.068, 0.076, 0.055]}",0,"(2.0, 6.7)",1.521,0,"(2.0, 6.7)",1.521,1,"(2.4, 7.0)",1.901,2,"(2.8, 7.3)",2.326,3,"(3.2, 7.7)",2.802,4,"(3.6, 8.0)",3.273,5,"(4.0, 8.3)",3.751,6,"(4.4, 8.7)",4.275,7,"(4.8, 9.0)",4.764,8,"(5.2, 9.3)",5.255,9,"(5.6, 9.7)",5.794
D,C,E,"[3.4, 3.8]","[-52, -60, -62, -68, -67, -73]","{0.462: [0.366, 0.241, 0.225, 0.193, 0.426, 0.027]}","{0.391: [0.429, 0.31, 0.326, 0.068, 0.015, 0.0]}","{0.265: [0.316, 0.178, 0.192, 0.15, 0.272, 0.014]}",4,"(4.8, 4.0)",1.414,0,"(4.0, 6.7)",2.961,1,"(4.2, 6.0)",2.341,2,"(4.4, 5.3)",1.803,3,"(4.6, 4.7)",1.5,4,"(4.8, 4.0)",1.414,5,"(5.0, 3.3)",1.676,6,"(5.2, 2.7)",2.11,7,"(5.4, 2.0)",2.691,8,"(5.6, 1.3)",3.33,9,"(5.8, 0.7)",3.92
D,E,C,"[3.8, 5.6]","[-47, -47, -67, -68, -72, -75]","{0.693: [0.427, 0.405, 0.163, 0.193, 0.532, 0.0]}","{0.534: [0.484, 0.46, 0.272, 0.068, 0.091, 0.027]}","{0.427: [0.382, 0.356, 0.288, 0.15, 0.217, 0.042]}",1,"(4.2, 6.0)",0.566,0,"(4.0, 6.7)",1.118,1,"(4.2, 6.0)",0.566,2,"(4.4, 5.3)",0.671,3,"(4.6, 4.7)",1.204,4,"(4.8, 4.0)",1.887,5,"(5.0, 3.3)",2.594,6,"(5.2, 2.7)",3.22,7,"(5.4, 2.0)",3.94,8,"(5.6, 1.3)",4.662,9,"(5.8, 0.7)",5.292
D,C,E,"[3.4, 3.8]","[-52, -60, -62, -68, -67, -73]","{0.462: [0.366, 0.241, 0.225, 0.193, 0.426, 0.027]}","{0.391: [0.429, 0.31, 0.326, 0.068, 0.015, 0.0]}","{0.265: [0.316, 0.178, 0.192, 0.15, 0.272, 0.014]}",4,"(4.8, 4.0)",1.414,0,"(4.0, 6.7)",2.961,1,"(4.2, 6.0)",2.341,2,"(4.4, 5.3)",1.803,3,"(4.6, 4.7)",1.5,4,"(4.8, 4.0)",1.414,5,"(5.0, 3.3)",1.676,6,"(5.2, 2.7)",2.11,7,"(5.4, 2.0)",2.691,8,"(5.6, 1.3)",3.33,9,"(5.8, 0.7)",3.92
E,B,D,"[5.5, 3]","[-61, -62, -65, -73, -77, -86]","{0.655: [0.256, 0.215, 0.188, 0.281, 0.638, 0.147]}","{0.433: [0.605, 0.127, 0.156, 0.014, 0.072, 0.147]}","{0.433: [0.176, 0.031, 0.058, 0.352, 0.203, 0.483]}",9,"(2.8, 5.0)",3.36,0,"(1.0, 5.0)",4.924,1,"(1.2, 5.0)",4.742,2,"(1.4, 5.0)",4.562,3,"(1.6, 5.0)",4.383,4,"(1.8, 5.0)",4.206,5,"(2.0, 5.0)",4.031,6,"(2.2, 5.0)",3.859,7,"(2.4, 5.0)",3.689,8,"(2.6, 5.0)",3.523,9,"(2.8, 5.0)",3.36
E,B,D,"[1.8, 4.8]","[-56, -75, -65, -73, -72, -72]","{0.502: [0.317, 0.051, 0.188, 0.281, 0.532, 0.04]}","{0.29: [0.243, 0.172, 0.058, 0.352, 0.125, 0.241]}","{0.272: [0.474, 0.056, 0.156, 0.014, 0.133, 0.04]}",0,"(1.0, 5.0)",0.825,0,"(1.0, 5.0)",0.825,1,"(0.9, 4.5)",0.949,2,"(0.8, 4.0)",1.281,3,"(0.7, 3.5)",1.703,4,"(0.6, 3.0)",2.163,5,"(0.5, 2.5)",2.642,6,"(0.4, 2.0)",3.13,7,"(0.3, 1.5)",3.625,8,"(0.2, 1.0)",4.123,9,"(0.1, 0.5)",4.624
C,E,D,"[0.95, 6.2]","[-55, -58, -61, -66, -73, -75]","{0.566: [0.329, 0.266, 0.237, 0.158, 0.553, 0.0]}","{0.403: [0.396, 0.333, 0.337, 0.096, 0.106, 0.027]}","{0.302: [0.447, 0.183, 0.208, 0.108, 0.12, 0.0]}",1,"(1.8, 6.0)",0.873,0,"(2.0, 6.7)",1.163,1,"(1.8, 6.0)",0.873,2,"(1.6, 5.3)",1.11,3,"(1.4, 4.7)",1.566,4,"(1.2, 4.0)",2.214,5,"(1.0, 3.3)",2.9,6,"(0.8, 2.7)",3.503,7,"(0.6, 2.0)",4.215,8,"(0.4, 1.3)",4.931,9,"(0.2, 0.7)",5.551
E,D,C,"[2.8, 2.2]","[-50, -59, -60, -68, -70, -80]","{0.558: [0.39, 0.253, 0.25, 0.193, 0.489, 0.067]}","{0.446: [0.451, 0.322, 0.348, 0.068, 0.061, 0.096]}","{0.348: [0.324, 0.078, 0.13, 0.259, 0.094, 0.379]}",9,"(3.0, 5.3)",3.106,0,"(3.0, 8.3)",6.103,1,"(3.0, 8.0)",5.803,2,"(3.0, 7.7)",5.504,3,"(3.0, 7.3)",5.104,4,"(3.0, 7.0)",4.804,5,"(3.0, 6.7)",4.504,6,"(3.0, 6.3)",4.105,7,"(3.0, 6.0)",3.805,8,"(3.0, 5.7)",3.506,9,"(3.0, 5.3)",3.106
E,D,C,"[2.1, 6.1]","[-54, -59, -69, -72, -74, -86]","{0.619: [0.341, 0.253, 0.138, 0.263, 0.574, 0.147]}","{0.447: [0.27, 0.078, 0.0, 0.333, 0.156, 0.483]}","{0.379: [0.407, 0.322, 0.25, 0.014, 0.121, 0.178]}",0,"(3.0, 8.3)",2.377,0,"(3.0, 8.3)",2.377,1,"(3.3, 8.5)",2.683,2,"(3.6, 8.7)",3.002,3,"(3.9, 8.8)",3.245,4,"(4.2, 9.0)",3.581,5,"(4.5, 9.2)",3.92,6,"(4.8, 9.3)",4.187,7,"(5.1, 9.5)",4.534,8,"(5.4, 9.7)",4.884,9,"(5.7, 9.8)",5.162
C,E,D,"[5.5, 4.5]","[-57, -61, -64, -71, -74, -75]","{0.575: [0.305, 0.228, 0.2, 0.246, 0.574, 0.0]}","{0.338: [0.374, 0.299, 0.304, 0.027, 0.121, 0.027]}","{0.313: [0.5, 0.141, 0.169, 0.041, 0.108, 0.0]}",2,"(1.6, 5.3)",3.981,0,"(2.0, 6.7)",4.134,1,"(1.8, 6.0)",3.992,2,"(1.6, 5.3)",3.981,3,"(1.4, 4.7)",4.105,4,"(1.2, 4.0)",4.329,5,"(1.0, 3.3)",4.657,6,"(0.8, 2.7)",5.033,7,"(0.6, 2.0)",5.501,8,"(0.4, 1.3)",6.021,9,"(0.2, 0.7)",6.522
E,D,C,"[2.1, 6.1]","[-54, -61, -67, -71, -74, -86]","{0.607: [0.341, 0.228, 0.163, 0.246, 0.574, 0.147]}","{0.432: [0.27, 0.047, 0.029, 0.315, 0.156, 0.483]}","{0.377: [0.407, 0.299, 0.272, 0.027, 0.121, 0.178]}",0,"(3.0, 8.3)",2.377,0,"(3.0, 8.3)",2.377,1,"(3.3, 8.5)",2.683,2,"(3.6, 8.7)",3.002,3,"(3.9, 8.8)",3.245,4,"(4.2, 9.0)",3.581,5,"(4.5, 9.2)",3.92,6,"(4.8, 9.3)",4.187,7,"(5.1, 9.5)",4.534,8,"(5.4, 9.7)",4.884,9,"(5.7, 9.8)",5.162
B,D,E,"[5.8, 2.4]","[-62, -65, -67, -67, -69, -74]","{0.461: [0.632, 0.085, 0.13, 0.095, 0.169, 0.013]}","{0.368: [0.244, 0.177, 0.163, 0.175, 0.468, 0.013]}","{0.249: [0.319, 0.253, 0.272, 0.082, 0.045, 0.014]}",1,"(2.4, 7.0)",5.72,0,"(2.0, 6.7)",5.738,1,"(2.4, 7.0)",5.72,2,"(2.8, 7.3)",5.745,3,"(3.2, 7.7)",5.903,4,"(3.6, 8.0)",6.017,5,"(4.0, 8.3)",6.168,6,"(4.4, 8.7)",6.454,7,"(4.8, 9.0)",6.675,8,"(5.2, 9.3)",6.926,9,"(5.6, 9.7)",7.303
E,C,D,"[2.1, 6.1]","[-55, -58, -65, -72, -81, -85]","{0.824: [0.329, 0.266, 0.188, 0.263, 0.723, 0.133]}","{0.477: [0.257, 0.094, 0.058, 0.333, 0.266, 0.466]}","{0.433: [0.396, 0.333, 0.293, 0.014, 0.227, 0.164]}",0,"(3.0, 8.3)",2.377,0,"(3.0, 8.3)",2.377,1,"(3.3, 8.5)",2.683,2,"(3.6, 8.7)",3.002,3,"(3.9, 8.8)",3.245,4,"(4.2, 9.0)",3.581,5,"(4.5, 9.2)",3.92,6,"(4.8, 9.3)",4.187,7,"(5.1, 9.5)",4.534,8,"(5.4, 9.7)",4.884,9,"(5.7, 9.8)",5.162
D,E,C,"[3.8, 5.6]","[-47, -47, -67, -68, -72, -75]","{0.693: [0.427, 0.405, 0.163, 0.193, 0.532, 0.0]}","{0.534: [0.484, 0.46, 0.272, 0.068, 0.091, 0.027]}","{0.427: [0.382, 0.356, 0.288, 0.15, 0.217, 0.042]}",1,"(4.2, 6.0)",0.566,0,"(4.0, 6.7)",1.118,1,"(4.2, 6.0)",0.566,2,"(4.4, 5.3)",0.671,3,"(4.6, 4.7)",1.204,4,"(4.8, 4.0)",1.887,5,"(5.0, 3.3)",2.594,6,"(5.2, 2.7)",3.22,7,"(5.4, 2.0)",3.94,8,"(5.6, 1.3)",4.662,9,"(5.8, 0.7)",5.292
E,C,D,"[3.2, 8.6]","[-60, -63, -55, -69, -84, -87]","{0.9: [0.268, 0.203, 0.312, 0.211, 0.787, 0.16]}","{0.501: [0.189, 0.016, 0.203, 0.278, 0.312, 0.5]}","{0.469: [0.341, 0.276, 0.402, 0.055, 0.273, 0.192]}",1,"(3.3, 8.5)",0.141,0,"(3.0, 8.3)",0.361,1,"(3.3, 8.5)",0.141,2,"(3.6, 8.7)",0.412,3,"(3.9, 8.8)",0.728,4,"(4.2, 9.0)",1.077,5,"(4.5, 9.2)",1.432,6,"(4.8, 9.3)",1.746,7,"(5.1, 9.5)",2.102,8,"(5.4, 9.7)",2.46,9,"(5.7, 9.8)",2.773
D,E,C,"[5.8, 7.5]","[-52, -59, -68, -70, -70, -72]","{0.513: [0.366, 0.253, 0.15, 0.228, 0.489, 0.04]}","{0.362: [0.429, 0.322, 0.261, 0.041, 0.061, 0.014]}","{0.305: [0.316, 0.192, 0.308, 0.125, 0.239, 0.0]}",0,"(4.0, 6.7)",1.97,0,"(4.0, 6.7)",1.97,1,"(4.2, 6.0)",2.193,2,"(4.4, 5.3)",2.608,3,"(4.6, 4.7)",3.046,4,"(4.8, 4.0)",3.64,5,"(5.0, 3.3)",4.276,6,"(5.2, 2.7)",4.837,7,"(5.4, 2.0)",5.515,8,"(5.6, 1.3)",6.203,9,"(5.8, 0.7)",6.8
E,D,C,"[2.2, 7.4]","[-50, -58, -59, -68, -70, -83]","{0.579: [0.39, 0.266, 0.263, 0.193, 0.489, 0.107]}","{0.471: [0.451, 0.333, 0.359, 0.068, 0.061, 0.137]}","{0.397: [0.324, 0.094, 0.145, 0.259, 0.094, 0.431]}",3,"(3.0, 7.3)",0.806,0,"(3.0, 8.3)",1.204,1,"(3.0, 8.0)",1.0,2,"(3.0, 7.7)",0.854,3,"(3.0, 7.3)",0.806,4,"(3.0, 7.0)",0.894,5,"(3.0, 6.7)",1.063,6,"(3.0, 6.3)",1.36,7,"(3.0, 6.0)",1.612,8,"(3.0, 5.7)",1.879,9,"(3.0, 5.3)",2.247
E,D,C,"[0.95, 6.2]","[-51, -59, -61, -67, -74, -77]","{0.624: [0.378, 0.253, 0.237, 0.175, 0.574, 0.027]}","{0.437: [0.44, 0.322, 0.337, 0.082, 0.121, 0.055]}","{0.306: [0.311, 0.078, 0.116, 0.241, 0.156, 0.328]}",6,"(3.0, 6.3)",2.052,0,"(3.0, 8.3)",2.935,1,"(3.0, 8.0)",2.728,2,"(3.0, 7.7)",2.54,3,"(3.0, 7.3)",2.326,4,"(3.0, 7.0)",2.201,5,"(3.0, 6.7)",2.11,6,"(3.0, 6.3)",2.052,7,"(3.0, 6.0)",2.06,8,"(3.0, 5.7)",2.11,9,"(3.0, 5.3)",2.239
