Shift_Point1,Shift_Point2,Toward_Point,Actual_Coord,RSSI,Normalized1,Normalized2,Normalized3,Best_Shift,Best_coord,Best_accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy
B,A,E,"[2.5, 5.5]","[-55, -60, -60, -65, -76, -75]","{0.41: [0.396, 0.31, 0.348, 0.11, 0.152, 0.027]}","{0.629: [0.329, 0.241, 0.25, 0.14, 0.617, 0.0]}","{0.25: [0.257, 0.062, 0.13, 0.204, 0.188, 0.293]}",9,"(3.0, 5.3)",0.539,0,"(3.0, 8.3)",2.844,1,"(3.0, 8.0)",2.55,2,"(3.0, 7.7)",2.256,3,"(3.0, 7.3)",1.868,4,"(3.0, 7.0)",1.581,5,"(3.0, 6.7)",1.3,6,"(3.0, 6.3)",0.943,7,"(3.0, 6.0)",0.707,8,"(3.0, 5.7)",0.539,9,"(3.0, 5.3)",0.539
C,A,E,"[0.95, 6.2]","[-52, -58, -61, -67, -74, -74]","{0.232: [0.368, 0.183, 0.208, 0.095, 0.108, 0.013]}","{0.621: [0.366, 0.266, 0.237, 0.175, 0.574, 0.013]}","{0.268: [0.297, 0.094, 0.116, 0.241, 0.156, 0.276]}",0,"(1.0, 5.0)",1.201,0,"(1.0, 5.0)",1.201,1,"(1.2, 5.0)",1.226,2,"(1.4, 5.0)",1.282,3,"(1.6, 5.0)",1.365,4,"(1.8, 5.0)",1.471,5,"(2.0, 5.0)",1.595,6,"(2.2, 5.0)",1.733,7,"(2.4, 5.0)",1.882,8,"(2.6, 5.0)",2.04,9,"(2.8, 5.0)",2.205
C,E,D,"[4.6, 2.2]","[-62, -65, -69, -70, -71, -79]","{0.444: [0.632, 0.085, 0.104, 0.054, 0.145, 0.053]}","{0.257: [0.162, 0.016, 0.0, 0.296, 0.109, 0.362]}","{0.23: [0.184, 0.11, 0.327, 0.125, 0.228, 0.097]}",3,"(3.9, 1.2)",1.221,0,"(3.0, 1.7)",1.676,1,"(3.3, 1.5)",1.476,2,"(3.6, 1.3)",1.345,3,"(3.9, 1.2)",1.221,4,"(4.2, 1.0)",1.265,5,"(4.5, 0.8)",1.404,6,"(4.8, 0.7)",1.513,7,"(5.1, 0.5)",1.772,8,"(5.4, 0.3)",2.062,9,"(5.7, 0.2)",2.283
A,E,B,"[5.8, 7.5]","[-52, -58, -68, -70, -70, -74]","{0.518: [0.366, 0.266, 0.15, 0.228, 0.489, 0.013]}","{0.27: [0.297, 0.094, 0.014, 0.296, 0.094, 0.276]}","{0.369: [0.429, 0.333, 0.261, 0.041, 0.061, 0.014]}",6,"(4.8, 9.3)",2.059,0,"(3.0, 8.3)",2.912,1,"(3.3, 8.5)",2.693,2,"(3.6, 8.7)",2.506,3,"(3.9, 8.8)",2.302,4,"(4.2, 9.0)",2.193,5,"(4.5, 9.2)",2.14,6,"(4.8, 9.3)",2.059,7,"(5.1, 9.5)",2.119,8,"(5.4, 9.7)",2.236,9,"(5.7, 9.8)",2.302
C,A,E,"[1.6, 5.8]","[-51, -56, -60, -63, -70, -80]","{0.262: [0.342, 0.211, 0.221, 0.149, 0.157, 0.067]}","{0.544: [0.378, 0.291, 0.25, 0.105, 0.489, 0.067]}","{0.311: [0.311, 0.125, 0.13, 0.167, 0.094, 0.379]}",3,"(1.6, 5.0)",0.8,0,"(1.0, 5.0)",1.0,1,"(1.2, 5.0)",0.894,2,"(1.4, 5.0)",0.825,3,"(1.6, 5.0)",0.8,4,"(1.8, 5.0)",0.825,5,"(2.0, 5.0)",0.894,6,"(2.2, 5.0)",1.0,7,"(2.4, 5.0)",1.131,8,"(2.6, 5.0)",1.281,9,"(2.8, 5.0)",1.442
A,C,E,"[1.2, 4.1]","[-51, -64, -71, -75, -76, -75]","{0.673: [0.378, 0.19, 0.113, 0.316, 0.617, 0.0]}","{0.14: [0.342, 0.099, 0.078, 0.014, 0.084, 0.0]}","{0.37: [0.311, 0.0, 0.029, 0.389, 0.188, 0.293]}",1,"(1.2, 5.0)",0.9,0,"(1.0, 5.0)",0.922,1,"(1.2, 5.0)",0.9,2,"(1.4, 5.0)",0.922,3,"(1.6, 5.0)",0.985,4,"(1.8, 5.0)",1.082,5,"(2.0, 5.0)",1.204,6,"(2.2, 5.0)",1.345,7,"(2.4, 5.0)",1.5,8,"(2.6, 5.0)",1.664,9,"(2.8, 5.0)",1.836
A,B,E,"[5.4, 6.5]","[-53, -57, -66, -68, -68, -90]","{0.51: [0.354, 0.278, 0.175, 0.193, 0.447, 0.2]}","{0.434: [0.418, 0.345, 0.283, 0.068, 0.03, 0.233]}","{0.471: [0.284, 0.109, 0.043, 0.259, 0.062, 0.552]}",5,"(3.0, 6.7)",2.408,0,"(3.0, 8.3)",3.0,1,"(3.0, 8.0)",2.83,2,"(3.0, 7.7)",2.683,3,"(3.0, 7.3)",2.53,4,"(3.0, 7.0)",2.452,5,"(3.0, 6.7)",2.408,6,"(3.0, 6.3)",2.408,7,"(3.0, 6.0)",2.452,8,"(3.0, 5.7)",2.53,9,"(3.0, 5.3)",2.683
B,E,A,"[2.6, 8.3]","[-54, -60, -66, -79, -81, -85]","{0.428: [0.407, 0.31, 0.283, 0.082, 0.227, 0.164]}","{0.581: [0.27, 0.062, 0.043, 0.463, 0.266, 0.466]}","{0.895: [0.341, 0.241, 0.175, 0.386, 0.723, 0.133]}",1,"(2.7, 8.5)",0.224,0,"(3.0, 8.3)",0.4,1,"(2.7, 8.5)",0.224,2,"(2.4, 8.7)",0.447,3,"(2.1, 8.8)",0.707,4,"(1.8, 9.0)",1.063,5,"(1.5, 9.2)",1.421,6,"(1.2, 9.3)",1.72,7,"(0.9, 9.5)",2.081,8,"(0.6, 9.7)",2.441,9,"(0.3, 9.8)",2.746
D,C,E,"[1.05, 3.6]","[-50, -54, -55, -67, -75, -79]","{0.258: [0.342, 0.26, 0.058, 0.163, 0.185, 0.097]}","{0.26: [0.316, 0.239, 0.286, 0.095, 0.096, 0.053]}","{0.389: [0.324, 0.156, 0.203, 0.241, 0.172, 0.362]}",6,"(3.0, 3.7)",1.953,0,"(3.0, 1.7)",2.723,1,"(3.0, 2.0)",2.522,2,"(3.0, 2.3)",2.344,3,"(3.0, 2.7)",2.148,4,"(3.0, 3.0)",2.04,5,"(3.0, 3.3)",1.973,6,"(3.0, 3.7)",1.953,7,"(3.0, 4.0)",1.991,8,"(3.0, 4.3)",2.072,9,"(3.0, 4.7)",2.239
B,E,A,"[0.2, 9.7]","[-53, -51, -62, -66, -70, -76]","{0.467: [0.418, 0.414, 0.326, 0.096, 0.061, 0.041]}","{0.286: [0.284, 0.203, 0.101, 0.222, 0.094, 0.31]}","{0.565: [0.354, 0.354, 0.225, 0.158, 0.489, 0.013]}",9,"(0.3, 9.8)",0.141,0,"(3.0, 8.3)",3.13,1,"(2.7, 8.5)",2.773,2,"(2.4, 8.7)",2.417,3,"(2.1, 8.8)",2.102,4,"(1.8, 9.0)",1.746,5,"(1.5, 9.2)",1.393,6,"(1.2, 9.3)",1.077,7,"(0.9, 9.5)",0.728,8,"(0.6, 9.7)",0.4,9,"(0.3, 9.8)",0.141
D,E,C,"[1.1, 1.1]","[-60, -73, -71, -75, -80, -80]","{0.211: [0.211, 0.0, 0.365, 0.062, 0.13, 0.111]}","{0.414: [0.189, 0.141, 0.029, 0.389, 0.25, 0.379]}","{0.347: [0.579, 0.028, 0.078, 0.014, 0.036, 0.067]}",6,"(1.2, 0.7)",0.412,0,"(3.0, 1.7)",1.992,1,"(2.7, 1.5)",1.649,2,"(2.4, 1.3)",1.315,3,"(2.1, 1.2)",1.005,4,"(1.8, 1.0)",0.707,5,"(1.5, 0.8)",0.5,6,"(1.2, 0.7)",0.412,7,"(0.9, 0.5)",0.632,8,"(0.6, 0.3)",0.943,9,"(0.3, 0.2)",1.204
C,E,D,"[5.8, 2.4]","[-63, -66, -67, -67, -70, -73]","{0.49: [0.658, 0.07, 0.13, 0.095, 0.157, 0.027]}","{0.158: [0.149, 0.031, 0.029, 0.241, 0.094, 0.259]}","{0.205: [0.171, 0.096, 0.288, 0.163, 0.239, 0.014]}",6,"(4.8, 0.7)",1.972,0,"(3.0, 1.7)",2.886,1,"(3.3, 1.5)",2.657,2,"(3.6, 1.3)",2.46,3,"(3.9, 1.2)",2.247,4,"(4.2, 1.0)",2.126,5,"(4.5, 0.8)",2.062,6,"(4.8, 0.7)",1.972,7,"(5.1, 0.5)",2.025,8,"(5.4, 0.3)",2.138,9,"(5.7, 0.2)",2.202
C,E,D,"[5.5, 3]","[-65, -63, -63, -72, -75, -78]","{0.564: [0.711, 0.113, 0.182, 0.027, 0.096, 0.04]}","{0.283: [0.122, 0.016, 0.087, 0.333, 0.172, 0.345]}","{0.136: [0.145, 0.137, 0.212, 0.1, 0.185, 0.083]}",4,"(4.2, 1.0)",2.385,0,"(3.0, 1.7)",2.818,1,"(3.3, 1.5)",2.663,2,"(3.6, 1.3)",2.55,3,"(3.9, 1.2)",2.408,4,"(4.2, 1.0)",2.385,5,"(4.5, 0.8)",2.417,6,"(4.8, 0.7)",2.404,7,"(5.1, 0.5)",2.532,8,"(5.4, 0.3)",2.702,9,"(5.7, 0.2)",2.807
E,D,C,"[1.8, 0.3]","[-55, -62, -68, -68, -70, -75]","{0.229: [0.257, 0.031, 0.014, 0.259, 0.094, 0.293]}","{0.275: [0.276, 0.151, 0.308, 0.15, 0.239, 0.042]}","{0.262: [0.447, 0.127, 0.117, 0.081, 0.157, 0.0]}",5,"(1.5, 0.8)",0.583,0,"(3.0, 1.7)",1.844,1,"(2.7, 1.5)",1.5,2,"(2.4, 1.3)",1.166,3,"(2.1, 1.2)",0.949,4,"(1.8, 1.0)",0.7,5,"(1.5, 0.8)",0.583,6,"(1.2, 0.7)",0.721,7,"(0.9, 0.5)",0.922,8,"(0.6, 0.3)",1.2,9,"(0.3, 0.2)",1.503
C,A,E,"[0.1, 5]","[-55, -57, -67, -66, -70, -83]","{0.304: [0.447, 0.197, 0.13, 0.108, 0.157, 0.107]}","{0.487: [0.329, 0.278, 0.163, 0.158, 0.489, 0.107]}","{0.323: [0.257, 0.109, 0.029, 0.222, 0.094, 0.431]}",0,"(1.0, 5.0)",0.9,0,"(1.0, 5.0)",0.9,1,"(1.2, 5.0)",1.1,2,"(1.4, 5.0)",1.3,3,"(1.6, 5.0)",1.5,4,"(1.8, 5.0)",1.7,5,"(2.0, 5.0)",1.9,6,"(2.2, 5.0)",2.1,7,"(2.4, 5.0)",2.3,8,"(2.6, 5.0)",2.5,9,"(2.8, 5.0)",2.7
B,D,E,"[4.9, 4.2]","[-57, -59, -59, -70, -71, -75]","{0.382: [0.374, 0.322, 0.359, 0.041, 0.076, 0.027]}","{0.187: [0.25, 0.192, 0.135, 0.125, 0.228, 0.042]}","{0.266: [0.23, 0.078, 0.145, 0.296, 0.109, 0.293]}",0,"(5.0, 5.0)",0.806,0,"(5.0, 5.0)",0.806,1,"(4.8, 5.0)",0.806,2,"(4.6, 5.0)",0.854,3,"(4.4, 5.0)",0.943,4,"(4.2, 5.0)",1.063,5,"(4.0, 5.0)",1.204,6,"(3.8, 5.0)",1.36,7,"(3.6, 5.0)",1.526,8,"(3.4, 5.0)",1.7,9,"(3.2, 5.0)",1.879
D,C,E,"[1.8, 3.9]","[-48, -57, -64, -66, -67, -71]","{0.341: [0.368, 0.219, 0.231, 0.175, 0.272, 0.014]}","{0.189: [0.263, 0.197, 0.169, 0.108, 0.193, 0.053]}","{0.241: [0.351, 0.109, 0.072, 0.222, 0.047, 0.224]}",7,"(3.0, 4.0)",1.204,0,"(3.0, 1.7)",2.506,1,"(3.0, 2.0)",2.247,2,"(3.0, 2.3)",2.0,3,"(3.0, 2.7)",1.697,4,"(3.0, 3.0)",1.5,5,"(3.0, 3.3)",1.342,6,"(3.0, 3.7)",1.217,7,"(3.0, 4.0)",1.204,8,"(3.0, 4.3)",1.265,9,"(3.0, 4.7)",1.442
B,D,E,"[5.5, 4.5]","[-57, -61, -65, -70, -74, -75]","{0.333: [0.374, 0.299, 0.293, 0.041, 0.121, 0.027]}","{0.207: [0.25, 0.164, 0.25, 0.125, 0.196, 0.042]}","{0.256: [0.23, 0.047, 0.058, 0.296, 0.156, 0.293]}",0,"(5.0, 5.0)",0.707,0,"(5.0, 5.0)",0.707,1,"(4.8, 5.0)",0.86,2,"(4.6, 5.0)",1.03,3,"(4.4, 5.0)",1.208,4,"(4.2, 5.0)",1.393,5,"(4.0, 5.0)",1.581,6,"(3.8, 5.0)",1.772,7,"(3.6, 5.0)",1.965,8,"(3.4, 5.0)",2.159,9,"(3.2, 5.0)",2.354
A,E,B,"[5.1, 8.9]","[-67, -72, -72, -87, -88, -91]","{1.133: [0.183, 0.089, 0.1, 0.526, 0.872, 0.213]}","{0.865: [0.095, 0.125, 0.043, 0.611, 0.375, 0.569]}","{0.356: [0.264, 0.172, 0.217, 0.192, 0.333, 0.247]}",6,"(4.8, 9.3)",0.5,0,"(3.0, 8.3)",2.184,1,"(3.3, 8.5)",1.844,2,"(3.6, 8.7)",1.513,3,"(3.9, 8.8)",1.204,4,"(4.2, 9.0)",0.906,5,"(4.5, 9.2)",0.671,6,"(4.8, 9.3)",0.5,7,"(5.1, 9.5)",0.6,8,"(5.4, 9.7)",0.854,9,"(5.7, 9.8)",1.082
C,A,E,"[1.6, 5.8]","[-51, -56, -59, -63, -71, -80]","{0.264: [0.342, 0.211, 0.234, 0.149, 0.145, 0.067]}","{0.573: [0.378, 0.291, 0.263, 0.105, 0.511, 0.067]}","{0.318: [0.311, 0.125, 0.145, 0.167, 0.109, 0.379]}",3,"(1.6, 5.0)",0.8,0,"(1.0, 5.0)",1.0,1,"(1.2, 5.0)",0.894,2,"(1.4, 5.0)",0.825,3,"(1.6, 5.0)",0.8,4,"(1.8, 5.0)",0.825,5,"(2.0, 5.0)",0.894,6,"(2.2, 5.0)",1.0,7,"(2.4, 5.0)",1.131,8,"(2.6, 5.0)",1.281,9,"(2.8, 5.0)",1.442
C,E,D,"[5.9, 1.6]","[-31, -66, -69, -74, -85, -92]","{0.103: [0.184, 0.07, 0.104, 0.0, 0.024, 0.227]}","{0.927: [0.581, 0.031, 0.0, 0.37, 0.328, 0.586]}","{0.555: [0.592, 0.096, 0.327, 0.075, 0.076, 0.278]}",7,"(5.1, 0.5)",1.36,0,"(3.0, 1.7)",2.902,1,"(3.3, 1.5)",2.602,2,"(3.6, 1.3)",2.319,3,"(3.9, 1.2)",2.04,4,"(4.2, 1.0)",1.803,5,"(4.5, 0.8)",1.612,6,"(4.8, 0.7)",1.421,7,"(5.1, 0.5)",1.36,8,"(5.4, 0.3)",1.393,9,"(5.7, 0.2)",1.414
A,B,E,"[3.2, 6.2]","[-49, -52, -62, -74, -77, -80]","{0.83: [0.402, 0.342, 0.225, 0.298, 0.638, 0.067]}","{0.518: [0.462, 0.402, 0.326, 0.014, 0.167, 0.096]}","{0.481: [0.338, 0.188, 0.101, 0.37, 0.203, 0.379]}",6,"(3.0, 6.3)",0.224,0,"(3.0, 8.3)",2.11,1,"(3.0, 8.0)",1.811,2,"(3.0, 7.7)",1.513,3,"(3.0, 7.3)",1.118,4,"(3.0, 7.0)",0.825,5,"(3.0, 6.7)",0.539,6,"(3.0, 6.3)",0.224,7,"(3.0, 6.0)",0.283,8,"(3.0, 5.7)",0.539,9,"(3.0, 5.3)",0.922
A,E,B,"[4.2, 9.1]","[-55, -68, -70, -80, -82, -94]","{0.925: [0.329, 0.139, 0.125, 0.404, 0.745, 0.253]}","{0.766: [0.257, 0.062, 0.014, 0.481, 0.281, 0.621]}","{0.413: [0.396, 0.218, 0.239, 0.096, 0.242, 0.288]}",4,"(4.2, 9.0)",0.1,0,"(3.0, 8.3)",1.442,1,"(3.3, 8.5)",1.082,2,"(3.6, 8.7)",0.721,3,"(3.9, 8.8)",0.424,4,"(4.2, 9.0)",0.1,5,"(4.5, 9.2)",0.316,6,"(4.8, 9.3)",0.632,7,"(5.1, 9.5)",0.985,8,"(5.4, 9.7)",1.342,9,"(5.7, 9.8)",1.655
B,E,A,"[1.5, 7.6]","[-54, -58, -63, -70, -75, -77]","{0.399: [0.407, 0.333, 0.315, 0.041, 0.136, 0.055]}","{0.316: [0.27, 0.094, 0.087, 0.296, 0.172, 0.328]}","{0.64: [0.341, 0.266, 0.212, 0.228, 0.596, 0.027]}",3,"(2.1, 8.8)",1.342,0,"(3.0, 8.3)",1.655,1,"(2.7, 8.5)",1.5,2,"(2.4, 8.7)",1.421,3,"(2.1, 8.8)",1.342,4,"(1.8, 9.0)",1.432,5,"(1.5, 9.2)",1.6,6,"(1.2, 9.3)",1.726,7,"(0.9, 9.5)",1.992,8,"(0.6, 9.7)",2.285,9,"(0.3, 9.8)",2.506
C,A,E,"[1.4, 5.1]","[-49, -69, -68, -69, -74, -75]","{0.116: [0.289, 0.028, 0.117, 0.068, 0.108, 0.0]}","{0.574: [0.402, 0.127, 0.15, 0.211, 0.574, 0.0]}","{0.307: [0.338, 0.078, 0.014, 0.278, 0.156, 0.293]}",2,"(1.4, 5.0)",0.1,0,"(1.0, 5.0)",0.412,1,"(1.2, 5.0)",0.224,2,"(1.4, 5.0)",0.1,3,"(1.6, 5.0)",0.224,4,"(1.8, 5.0)",0.412,5,"(2.0, 5.0)",0.608,6,"(2.2, 5.0)",0.806,7,"(2.4, 5.0)",1.005,8,"(2.6, 5.0)",1.204,9,"(2.8, 5.0)",1.404
B,D,E,"[5.9, 3.8]","[-54, -55, -68, -66, -70, -77]","{0.385: [0.407, 0.368, 0.261, 0.096, 0.061, 0.055]}","{0.333: [0.289, 0.247, 0.308, 0.175, 0.239, 0.069]}","{0.259: [0.27, 0.141, 0.014, 0.222, 0.094, 0.328]}",0,"(5.0, 5.0)",1.5,0,"(5.0, 5.0)",1.5,1,"(4.8, 5.0)",1.628,2,"(4.6, 5.0)",1.769,3,"(4.4, 5.0)",1.921,4,"(4.2, 5.0)",2.081,5,"(4.0, 5.0)",2.247,6,"(3.8, 5.0)",2.419,7,"(3.6, 5.0)",2.594,8,"(3.4, 5.0)",2.773,9,"(3.2, 5.0)",2.955
D,B,E,"[4.4, 5.6]","[-47, -47, -60, -69, -71, -73]","{0.368: [0.382, 0.356, 0.154, 0.138, 0.228, 0.014]}","{0.576: [0.484, 0.46, 0.348, 0.055, 0.076, 0.0]}","{0.377: [0.365, 0.266, 0.13, 0.278, 0.109, 0.259]}",3,"(4.4, 5.0)",0.6,0,"(5.0, 5.0)",0.849,1,"(4.8, 5.0)",0.721,2,"(4.6, 5.0)",0.632,3,"(4.4, 5.0)",0.6,4,"(4.2, 5.0)",0.632,5,"(4.0, 5.0)",0.721,6,"(3.8, 5.0)",0.849,7,"(3.6, 5.0)",1.0,8,"(3.4, 5.0)",1.166,9,"(3.2, 5.0)",1.342
B,E,A,"[2.6, 8.3]","[-60, -59, -67, -86, -77, -82]","{0.369: [0.341, 0.322, 0.272, 0.178, 0.167, 0.123]}","{0.607: [0.189, 0.078, 0.029, 0.593, 0.203, 0.414]}","{0.838: [0.268, 0.253, 0.163, 0.509, 0.638, 0.093]}",1,"(2.7, 8.5)",0.224,0,"(3.0, 8.3)",0.4,1,"(2.7, 8.5)",0.224,2,"(2.4, 8.7)",0.447,3,"(2.1, 8.8)",0.707,4,"(1.8, 9.0)",1.063,5,"(1.5, 9.2)",1.421,6,"(1.2, 9.3)",1.72,7,"(0.9, 9.5)",2.081,8,"(0.6, 9.7)",2.441,9,"(0.3, 9.8)",2.746
B,D,E,"[4.9, 4.2]","[-56, -58, -60, -70, -71, -76]","{0.39: [0.385, 0.333, 0.348, 0.041, 0.076, 0.041]}","{0.206: [0.263, 0.205, 0.154, 0.125, 0.228, 0.056]}","{0.281: [0.243, 0.094, 0.13, 0.296, 0.109, 0.31]}",0,"(5.0, 5.0)",0.806,0,"(5.0, 5.0)",0.806,1,"(4.8, 5.0)",0.806,2,"(4.6, 5.0)",0.854,3,"(4.4, 5.0)",0.943,4,"(4.2, 5.0)",1.063,5,"(4.0, 5.0)",1.204,6,"(3.8, 5.0)",1.36,7,"(3.6, 5.0)",1.526,8,"(3.4, 5.0)",1.7,9,"(3.2, 5.0)",1.879
D,C,E,"[1.05, 3.6]","[-50, -54, -55, -67, -75, -79]","{0.258: [0.342, 0.26, 0.058, 0.163, 0.185, 0.097]}","{0.26: [0.316, 0.239, 0.286, 0.095, 0.096, 0.053]}","{0.389: [0.324, 0.156, 0.203, 0.241, 0.172, 0.362]}",6,"(3.0, 3.7)",1.953,0,"(3.0, 1.7)",2.723,1,"(3.0, 2.0)",2.522,2,"(3.0, 2.3)",2.344,3,"(3.0, 2.7)",2.148,4,"(3.0, 3.0)",2.04,5,"(3.0, 3.3)",1.973,6,"(3.0, 3.7)",1.953,7,"(3.0, 4.0)",1.991,8,"(3.0, 4.3)",2.072,9,"(3.0, 4.7)",2.239
C,E,D,"[4.6, 2.2]","[-62, -65, -68, -70, -72, -79]","{0.444: [0.632, 0.085, 0.117, 0.054, 0.133, 0.053]}","{0.261: [0.162, 0.016, 0.014, 0.296, 0.125, 0.362]}","{0.213: [0.184, 0.11, 0.308, 0.125, 0.217, 0.097]}",3,"(3.9, 1.2)",1.221,0,"(3.0, 1.7)",1.676,1,"(3.3, 1.5)",1.476,2,"(3.6, 1.3)",1.345,3,"(3.9, 1.2)",1.221,4,"(4.2, 1.0)",1.265,5,"(4.5, 0.8)",1.404,6,"(4.8, 0.7)",1.513,7,"(5.1, 0.5)",1.772,8,"(5.4, 0.3)",2.062,9,"(5.7, 0.2)",2.283
D,E,C,"[0.2, 3.1]","[-64, -67, -69, -75, -75, -80]","{0.189: [0.158, 0.082, 0.327, 0.062, 0.185, 0.111]}","{0.345: [0.135, 0.047, 0.0, 0.389, 0.172, 0.379]}","{0.495: [0.684, 0.056, 0.104, 0.014, 0.096, 0.067]}",6,"(1.2, 0.7)",2.6,0,"(3.0, 1.7)",3.13,1,"(2.7, 1.5)",2.968,2,"(2.4, 1.3)",2.843,3,"(2.1, 1.2)",2.687,4,"(1.8, 1.0)",2.64,5,"(1.5, 0.8)",2.642,6,"(1.2, 0.7)",2.6,7,"(0.9, 0.5)",2.693,8,"(0.6, 0.3)",2.828,9,"(0.3, 0.2)",2.902
B,E,A,"[0.5, 8.6]","[-44, -63, -65, -71, -70, -87]","{0.47: [0.516, 0.276, 0.293, 0.027, 0.061, 0.192]}","{0.525: [0.405, 0.016, 0.058, 0.315, 0.094, 0.5]}","{0.616: [0.463, 0.203, 0.188, 0.246, 0.489, 0.16]}",7,"(0.9, 9.5)",0.985,0,"(3.0, 8.3)",2.518,1,"(2.7, 8.5)",2.202,2,"(2.4, 8.7)",1.903,3,"(2.1, 8.8)",1.612,4,"(1.8, 9.0)",1.36,5,"(1.5, 9.2)",1.166,6,"(1.2, 9.3)",0.99,7,"(0.9, 9.5)",0.985,8,"(0.6, 9.7)",1.105,9,"(0.3, 9.8)",1.217
D,E,C,"[1.85, 1.7]","[-55, -60, -67, -68, -78, -83]","{0.259: [0.276, 0.178, 0.288, 0.15, 0.152, 0.153]}","{0.372: [0.257, 0.062, 0.029, 0.259, 0.219, 0.431]}","{0.263: [0.447, 0.155, 0.13, 0.081, 0.06, 0.107]}",3,"(2.1, 1.2)",0.559,0,"(3.0, 1.7)",1.15,1,"(2.7, 1.5)",0.873,2,"(2.4, 1.3)",0.68,3,"(2.1, 1.2)",0.559,4,"(1.8, 1.0)",0.702,5,"(1.5, 0.8)",0.966,6,"(1.2, 0.7)",1.193,7,"(0.9, 0.5)",1.531,8,"(0.6, 0.3)",1.877,9,"(0.3, 0.2)",2.157
A,E,B,"[4.6, 7.6]","[-48, -61, -64, -67, -73, -70]","{0.605: [0.415, 0.228, 0.2, 0.175, 0.553, 0.067]}","{0.251: [0.351, 0.047, 0.072, 0.241, 0.141, 0.207]}","{0.425: [0.473, 0.299, 0.304, 0.082, 0.106, 0.041]}",3,"(3.9, 8.8)",1.389,0,"(3.0, 8.3)",1.746,1,"(3.3, 8.5)",1.581,2,"(3.6, 8.7)",1.487,3,"(3.9, 8.8)",1.389,4,"(4.2, 9.0)",1.456,5,"(4.5, 9.2)",1.603,6,"(4.8, 9.3)",1.712,7,"(5.1, 9.5)",1.965,8,"(5.4, 9.7)",2.247,9,"(5.7, 9.8)",2.46
C,A,E,"[0.95, 6.2]","[-51, -60, -61, -67, -74, -77]","{0.206: [0.342, 0.155, 0.208, 0.095, 0.108, 0.027]}","{0.618: [0.378, 0.241, 0.237, 0.175, 0.574, 0.027]}","{0.304: [0.311, 0.062, 0.116, 0.241, 0.156, 0.328]}",0,"(1.0, 5.0)",1.201,0,"(1.0, 5.0)",1.201,1,"(1.2, 5.0)",1.226,2,"(1.4, 5.0)",1.282,3,"(1.6, 5.0)",1.365,4,"(1.8, 5.0)",1.471,5,"(2.0, 5.0)",1.595,6,"(2.2, 5.0)",1.733,7,"(2.4, 5.0)",1.882,8,"(2.6, 5.0)",2.04,9,"(2.8, 5.0)",2.205
B,A,E,"[2.1, 6.1]","[-54, -61, -67, -71, -74, -86]","{0.377: [0.407, 0.299, 0.272, 0.027, 0.121, 0.178]}","{0.607: [0.341, 0.228, 0.163, 0.246, 0.574, 0.147]}","{0.432: [0.27, 0.047, 0.029, 0.315, 0.156, 0.483]}",7,"(3.0, 6.0)",0.906,0,"(3.0, 8.3)",2.377,1,"(3.0, 8.0)",2.102,2,"(3.0, 7.7)",1.836,3,"(3.0, 7.3)",1.5,4,"(3.0, 7.0)",1.273,5,"(3.0, 6.7)",1.082,6,"(3.0, 6.3)",0.922,7,"(3.0, 6.0)",0.906,8,"(3.0, 5.7)",0.985,9,"(3.0, 5.3)",1.204
C,E,D,"[5.9, 0.2]","[-60, -62, -73, -73, -78, -90]","{0.398: [0.579, 0.127, 0.052, 0.014, 0.06, 0.2]}","{0.517: [0.189, 0.031, 0.058, 0.352, 0.219, 0.552]}","{0.324: [0.211, 0.151, 0.404, 0.087, 0.152, 0.25]}",9,"(5.7, 0.2)",0.2,0,"(3.0, 1.7)",3.265,1,"(3.3, 1.5)",2.907,2,"(3.6, 1.3)",2.55,3,"(3.9, 1.2)",2.236,4,"(4.2, 1.0)",1.879,5,"(4.5, 0.8)",1.523,6,"(4.8, 0.7)",1.208,7,"(5.1, 0.5)",0.854,8,"(5.4, 0.3)",0.51,9,"(5.7, 0.2)",0.2
A,C,E,"[1.2, 4.1]","[-50, -64, -67, -74, -74, -78]","{0.635: [0.39, 0.19, 0.163, 0.298, 0.574, 0.04]}","{0.141: [0.316, 0.099, 0.13, 0.0, 0.108, 0.04]}","{0.386: [0.324, 0.0, 0.029, 0.37, 0.156, 0.345]}",1,"(1.2, 5.0)",0.9,0,"(1.0, 5.0)",0.922,1,"(1.2, 5.0)",0.9,2,"(1.4, 5.0)",0.922,3,"(1.6, 5.0)",0.985,4,"(1.8, 5.0)",1.082,5,"(2.0, 5.0)",1.204,6,"(2.2, 5.0)",1.345,7,"(2.4, 5.0)",1.5,8,"(2.6, 5.0)",1.664,9,"(2.8, 5.0)",1.836
