Shift_Point1,Shift_Point2,Toward_Point,Actual_Coord,RSSI,Normalized1,Normalized2,Normalized3,Best_Shift,Best_coord,Best_accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy
B,E,D,"[5.9, 1.6]","[-30, -65, -68, -73, -86, -92]","{0.724: [0.651, 0.044, 0.042, 0.141, 0.323, 0.415]}","{1.405: [0.565, 0.477, 0.015, 0.46, 0.323, 0.736]}","{0.562: [0.605, 0.11, 0.308, 0.087, 0.065, 0.278]}",5,"(5.5, 1.5)",0.412,0,"(5.0, 3.0)",1.664,1,"(5.1, 2.7)",1.36,2,"(5.2, 2.4)",1.063,3,"(5.3, 2.1)",0.781,4,"(5.4, 1.8)",0.539,5,"(5.5, 1.5)",0.412,6,"(5.6, 1.2)",0.5,7,"(5.7, 0.9)",0.728,8,"(5.8, 0.6)",1.005,9,"(5.9, 0.3)",1.3
B,E,A,"[0.2, 5.8]","[-54, -61, -63, -62, -76, -78]","{0.232: [0.372, 0.103, 0.113, 0.031, 0.169, 0.2]}","{0.51: [0.217, 0.386, 0.06, 0.24, 0.169, 0.472]}","{0.222: [0.229, 0.062, 0.241, 0.0, 0.226, 0.238]}",9,"(0.3, 5.9)",0.141,0,"(3.0, 5.0)",2.912,1,"(2.7, 5.1)",2.596,2,"(2.4, 5.2)",2.28,3,"(2.1, 5.3)",1.965,4,"(1.8, 5.4)",1.649,5,"(1.5, 5.5)",1.334,6,"(1.2, 5.6)",1.02,7,"(0.9, 5.7)",0.707,8,"(0.6, 5.8)",0.4,9,"(0.3, 5.9)",0.141
D,B,E,"[3.4, 3]","[-31, -55, -59, -66, -71, -78]","{0.519: [0.592, 0.247, 0.135, 0.175, 0.228, 0.083]}","{0.524: [0.64, 0.191, 0.169, 0.031, 0.092, 0.2]}","{0.713: [0.551, 0.25, 0.119, 0.32, 0.092, 0.472]}",8,"(3.4, 3.0)",0.0,0,"(5.0, 3.0)",1.6,1,"(4.8, 3.0)",1.4,2,"(4.6, 3.0)",1.2,3,"(4.4, 3.0)",1.0,4,"(4.2, 3.0)",0.8,5,"(4.0, 3.0)",0.6,6,"(3.8, 3.0)",0.4,7,"(3.6, 3.0)",0.2,8,"(3.4, 3.0)",0.0,9,"(3.2, 3.0)",0.2
D,C,E,"[2.8, 2.2]","[-51, -59, -59, -68, -70, -76]","{0.245: [0.329, 0.192, 0.135, 0.15, 0.239, 0.056]}","{0.233: [0.342, 0.169, 0.234, 0.081, 0.157, 0.013]}","{0.522: [0.261, 0.341, 0.119, 0.36, 0.077, 0.434]}",6,"(3.0, 2.2)",0.2,0,"(3.0, 1.0)",1.217,1,"(3.0, 1.2)",1.02,2,"(3.0, 1.4)",0.825,3,"(3.0, 1.6)",0.632,4,"(3.0, 1.8)",0.447,5,"(3.0, 2.0)",0.283,6,"(3.0, 2.2)",0.2,7,"(3.0, 2.4)",0.283,8,"(3.0, 2.6)",0.447,9,"(3.0, 2.8)",0.632
A,E,B,"[3.8, 5.6]","[-46, -47, -67, -67, -72, -74]","{0.296: [0.343, 0.277, 0.193, 0.081, 0.161, 0.175]}","{0.401: [0.333, 0.068, 0.0, 0.34, 0.108, 0.396]}","{0.347: [0.465, 0.309, 0.056, 0.047, 0.108, 0.138]}",3,"(3.9, 5.3)",0.316,0,"(3.0, 5.0)",1.0,1,"(3.3, 5.1)",0.707,2,"(3.6, 5.2)",0.447,3,"(3.9, 5.3)",0.316,4,"(4.2, 5.4)",0.447,5,"(4.5, 5.5)",0.707,6,"(4.8, 5.6)",1.0,7,"(5.1, 5.7)",1.304,8,"(5.4, 5.8)",1.612,9,"(5.7, 5.9)",1.924
B,A,E,"[1.8, 4.8]","[-58, -68, -70, -72, -73, -73]","{0.152: [0.326, 0.0, 0.014, 0.125, 0.123, 0.123]}","{0.138: [0.171, 0.046, 0.157, 0.161, 0.177, 0.159]}","{0.675: [0.159, 0.545, 0.045, 0.44, 0.123, 0.377]}",1,"(3.0, 4.8)",1.2,0,"(3.0, 5.0)",1.217,1,"(3.0, 4.8)",1.2,2,"(3.0, 4.6)",1.217,3,"(3.0, 4.4)",1.265,4,"(3.0, 4.2)",1.342,5,"(3.0, 4.0)",1.442,6,"(3.0, 3.8)",1.562,7,"(3.0, 3.6)",1.697,8,"(3.0, 3.4)",1.844,9,"(3.0, 3.2)",2.0
D,E,C,"[2.5, 0.2]","[-65, -72, -68, -69, -72, -73]","{0.182: [0.145, 0.014, 0.308, 0.138, 0.217, 0.014]}","{0.705: [0.058, 0.636, 0.015, 0.38, 0.108, 0.377]}","{0.544: [0.711, 0.014, 0.117, 0.068, 0.133, 0.027]}",2,"(2.4, 0.8)",0.608,0,"(3.0, 1.0)",0.943,1,"(2.7, 0.9)",0.728,2,"(2.4, 0.8)",0.608,3,"(2.1, 0.7)",0.64,4,"(1.8, 0.6)",0.806,5,"(1.5, 0.5)",1.044,6,"(1.2, 0.4)",1.315,7,"(0.9, 0.3)",1.603,8,"(0.6, 0.2)",1.9,9,"(0.3, 0.1)",2.202
C,A,E,"[0.2, 3.1]","[-65, -69, -72, -71, -72, -82]","{0.54: [0.711, 0.028, 0.065, 0.041, 0.133, 0.093]}","{0.165: [0.071, 0.062, 0.133, 0.145, 0.161, 0.302]}","{0.819: [0.058, 0.568, 0.075, 0.42, 0.108, 0.547]}",0,"(1.0, 3.0)",0.806,0,"(1.0, 3.0)",0.806,1,"(1.2, 3.0)",1.005,2,"(1.4, 3.0)",1.204,3,"(1.6, 3.0)",1.404,4,"(1.8, 3.0)",1.603,5,"(2.0, 3.0)",1.803,6,"(2.2, 3.0)",2.002,7,"(2.4, 3.0)",2.202,8,"(2.6, 3.0)",2.402,9,"(2.8, 3.0)",2.602
C,E,A,"[0.1, 5]","[-55, -57, -66, -66, -68, -85]","{0.322: [0.447, 0.197, 0.143, 0.108, 0.181, 0.133]}","{0.597: [0.203, 0.295, 0.015, 0.32, 0.046, 0.604]}","{0.238: [0.214, 0.123, 0.205, 0.065, 0.097, 0.349]}",7,"(0.3, 5.1)",0.224,0,"(1.0, 3.0)",2.193,1,"(0.9, 3.3)",1.879,2,"(0.8, 3.6)",1.565,3,"(0.7, 3.9)",1.253,4,"(0.6, 4.2)",0.943,5,"(0.5, 4.5)",0.64,6,"(0.4, 4.8)",0.361,7,"(0.3, 5.1)",0.224,8,"(0.2, 5.4)",0.412,9,"(0.1, 5.7)",0.7
D,B,E,"[5, 3.3]","[-57, -62, -68, -72, -73, -86]","{0.271: [0.25, 0.151, 0.308, 0.1, 0.207, 0.194]}","{0.259: [0.337, 0.088, 0.042, 0.125, 0.123, 0.323]}","{0.794: [0.174, 0.409, 0.015, 0.44, 0.123, 0.623]}",0,"(5.0, 3.0)",0.3,0,"(5.0, 3.0)",0.3,1,"(4.8, 3.0)",0.361,2,"(4.6, 3.0)",0.5,3,"(4.4, 3.0)",0.671,4,"(4.2, 3.0)",0.854,5,"(4.0, 3.0)",1.044,6,"(3.8, 3.0)",1.237,7,"(3.6, 3.0)",1.432,8,"(3.4, 3.0)",1.628,9,"(3.2, 3.0)",1.825
D,C,E,"[2.8, 2.2]","[-50, -59, -60, -68, -70, -79]","{0.266: [0.342, 0.192, 0.154, 0.15, 0.239, 0.097]}","{0.213: [0.316, 0.169, 0.221, 0.081, 0.157, 0.053]}","{0.58: [0.275, 0.341, 0.104, 0.36, 0.077, 0.491]}",6,"(3.0, 2.2)",0.2,0,"(3.0, 1.0)",1.217,1,"(3.0, 1.2)",1.02,2,"(3.0, 1.4)",0.825,3,"(3.0, 1.6)",0.632,4,"(3.0, 1.8)",0.447,5,"(3.0, 2.0)",0.283,6,"(3.0, 2.2)",0.2,7,"(3.0, 2.4)",0.283,8,"(3.0, 2.6)",0.447,9,"(3.0, 2.8)",0.632
D,B,E,"[5.5, 3]","[-65, -63, -62, -73, -76, -82]","{0.134: [0.145, 0.137, 0.192, 0.087, 0.174, 0.139]}","{0.199: [0.244, 0.074, 0.127, 0.141, 0.169, 0.262]}","{0.736: [0.058, 0.432, 0.075, 0.46, 0.169, 0.547]}",0,"(5.0, 3.0)",0.5,0,"(5.0, 3.0)",0.5,1,"(4.8, 3.0)",0.7,2,"(4.6, 3.0)",0.9,3,"(4.4, 3.0)",1.1,4,"(4.2, 3.0)",1.3,5,"(4.0, 3.0)",1.5,6,"(3.8, 3.0)",1.7,7,"(3.6, 3.0)",1.9,8,"(3.4, 3.0)",2.1,9,"(3.2, 3.0)",2.3
C,A,E,"[2.2, 3]","[-52, -62, -61, -66, -69, -76]","{0.235: [0.368, 0.127, 0.208, 0.108, 0.169, 0.013]}","{0.197: [0.257, 0.046, 0.265, 0.065, 0.113, 0.206]}","{0.53: [0.246, 0.409, 0.09, 0.32, 0.062, 0.434]}",6,"(2.2, 3.0)",0.0,0,"(1.0, 3.0)",1.2,1,"(1.2, 3.0)",1.0,2,"(1.4, 3.0)",0.8,3,"(1.6, 3.0)",0.6,4,"(1.8, 3.0)",0.4,5,"(2.0, 3.0)",0.2,6,"(2.2, 3.0)",0.0,7,"(2.4, 3.0)",0.2,8,"(2.6, 3.0)",0.4,9,"(2.8, 3.0)",0.6
D,E,B,"[5.5, 5.4]","[-50, -64, -68, -75, -77, -80]","{0.27: [0.342, 0.123, 0.308, 0.062, 0.163, 0.111]}","{0.826: [0.275, 0.455, 0.015, 0.5, 0.185, 0.509]}","{0.298: [0.419, 0.059, 0.042, 0.172, 0.185, 0.231]}",8,"(5.8, 5.4)",0.3,0,"(5.0, 3.0)",2.452,1,"(5.1, 3.3)",2.138,2,"(5.2, 3.6)",1.825,3,"(5.3, 3.9)",1.513,4,"(5.4, 4.2)",1.204,5,"(5.5, 4.5)",0.9,6,"(5.6, 4.8)",0.608,7,"(5.7, 5.1)",0.361,8,"(5.8, 5.4)",0.3,9,"(5.9, 5.7)",0.5
D,E,B,"[5.5, 4.5]","[-56, -60, -67, -70, -75, -76]","{0.237: [0.263, 0.178, 0.288, 0.125, 0.185, 0.056]}","{0.539: [0.188, 0.364, 0.0, 0.4, 0.154, 0.434]}","{0.201: [0.349, 0.118, 0.056, 0.094, 0.154, 0.169]}",5,"(5.5, 4.5)",0.0,0,"(5.0, 3.0)",1.581,1,"(5.1, 3.3)",1.265,2,"(5.2, 3.6)",0.949,3,"(5.3, 3.9)",0.632,4,"(5.4, 4.2)",0.316,5,"(5.5, 4.5)",0.0,6,"(5.6, 4.8)",0.316,7,"(5.7, 5.1)",0.632,8,"(5.8, 5.4)",0.949,9,"(5.9, 5.7)",1.265
A,B,E,"[3.7, 4.9]","[-51, -58, -62, -67, -74, -80]","{0.267: [0.271, 0.108, 0.253, 0.081, 0.194, 0.27]}","{0.278: [0.407, 0.147, 0.127, 0.047, 0.138, 0.231]}","{0.569: [0.261, 0.318, 0.075, 0.34, 0.138, 0.509]}",0,"(3.0, 5.0)",0.707,0,"(3.0, 5.0)",0.707,1,"(3.0, 4.8)",0.707,2,"(3.0, 4.6)",0.762,3,"(3.0, 4.4)",0.86,4,"(3.0, 4.2)",0.99,5,"(3.0, 4.0)",1.14,6,"(3.0, 3.8)",1.304,7,"(3.0, 3.6)",1.476,8,"(3.0, 3.4)",1.655,9,"(3.0, 3.2)",1.838
B,D,E,"[4.5, 1.5]","[-60, -63, -66, -64, -75, -74]","{0.144: [0.302, 0.074, 0.07, 0.0, 0.154, 0.138]}","{0.211: [0.211, 0.137, 0.269, 0.2, 0.185, 0.028]}","{0.463: [0.13, 0.432, 0.015, 0.28, 0.154, 0.396]}",2,"(4.6, 3.0)",1.503,0,"(5.0, 3.0)",1.581,1,"(4.8, 3.0)",1.53,2,"(4.6, 3.0)",1.503,3,"(4.4, 3.0)",1.503,4,"(4.2, 3.0)",1.53,5,"(4.0, 3.0)",1.581,6,"(3.8, 3.0)",1.655,7,"(3.6, 3.0)",1.749,8,"(3.4, 3.0)",1.86,9,"(3.2, 3.0)",1.985
A,E,B,"[4.9, 5]","[-54, -55, -65, -74, -75, -79]","{0.27: [0.229, 0.154, 0.217, 0.194, 0.21, 0.254]}","{0.605: [0.217, 0.25, 0.03, 0.48, 0.154, 0.491]}","{0.275: [0.372, 0.191, 0.085, 0.156, 0.154, 0.215]}",6,"(4.8, 5.6)",0.608,0,"(3.0, 5.0)",1.9,1,"(3.3, 5.1)",1.603,2,"(3.6, 5.2)",1.315,3,"(3.9, 5.3)",1.044,4,"(4.2, 5.4)",0.806,5,"(4.5, 5.5)",0.64,6,"(4.8, 5.6)",0.608,7,"(5.1, 5.7)",0.728,8,"(5.4, 5.8)",0.943,9,"(5.7, 5.9)",1.204
D,B,E,"[5, 3.3]","[-57, -63, -68, -71, -73, -89]","{0.288: [0.25, 0.137, 0.308, 0.113, 0.207, 0.236]}","{0.284: [0.337, 0.074, 0.042, 0.109, 0.123, 0.369]}","{0.869: [0.174, 0.432, 0.015, 0.42, 0.123, 0.679]}",0,"(5.0, 3.0)",0.3,0,"(5.0, 3.0)",0.3,1,"(4.8, 3.0)",0.361,2,"(4.6, 3.0)",0.5,3,"(4.4, 3.0)",0.671,4,"(4.2, 3.0)",0.854,5,"(4.0, 3.0)",1.044,6,"(3.8, 3.0)",1.237,7,"(3.6, 3.0)",1.432,8,"(3.4, 3.0)",1.628,9,"(3.2, 3.0)",1.825
D,C,E,"[2.8, 2.2]","[-52, -61, -59, -67, -70, -75]","{0.231: [0.316, 0.164, 0.135, 0.163, 0.239, 0.042]}","{0.244: [0.368, 0.141, 0.234, 0.095, 0.157, 0.0]}","{0.518: [0.246, 0.386, 0.119, 0.34, 0.077, 0.415]}",6,"(3.0, 2.2)",0.2,0,"(3.0, 1.0)",1.217,1,"(3.0, 1.2)",1.02,2,"(3.0, 1.4)",0.825,3,"(3.0, 1.6)",0.632,4,"(3.0, 1.8)",0.447,5,"(3.0, 2.0)",0.283,6,"(3.0, 2.2)",0.2,7,"(3.0, 2.4)",0.283,8,"(3.0, 2.6)",0.447,9,"(3.0, 2.8)",0.632
C,A,E,"[1.8, 3.2]","[-55, -59, -64, -64, -73, -71]","{0.293: [0.447, 0.169, 0.169, 0.135, 0.12, 0.053]}","{0.154: [0.214, 0.092, 0.229, 0.032, 0.177, 0.127]}","{0.368: [0.203, 0.341, 0.045, 0.28, 0.123, 0.34]}",4,"(1.8, 3.0)",0.2,0,"(1.0, 3.0)",0.825,1,"(1.2, 3.0)",0.632,2,"(1.4, 3.0)",0.447,3,"(1.6, 3.0)",0.283,4,"(1.8, 3.0)",0.2,5,"(2.0, 3.0)",0.283,6,"(2.2, 3.0)",0.447,7,"(2.4, 3.0)",0.632,8,"(2.6, 3.0)",0.825,9,"(2.8, 3.0)",1.02
C,D,E,"[3.9, 1.4]","[-62, -66, -67, -67, -61, -72]","{0.502: [0.632, 0.07, 0.13, 0.095, 0.265, 0.04]}","{0.267: [0.184, 0.096, 0.288, 0.163, 0.337, 0.0]}","{0.508: [0.101, 0.5, 0.0, 0.34, 0.062, 0.358]}",2,"(3.0, 1.4)",0.9,0,"(3.0, 1.0)",0.985,1,"(3.0, 1.2)",0.922,2,"(3.0, 1.4)",0.9,3,"(3.0, 1.6)",0.922,4,"(3.0, 1.8)",0.985,5,"(3.0, 2.0)",1.082,6,"(3.0, 2.2)",1.204,7,"(3.0, 2.4)",1.345,8,"(3.0, 2.6)",1.5,9,"(3.0, 2.8)",1.664
B,E,A,"[1.4, 5.1]","[-48, -69, -68, -71, -73, -74]","{0.243: [0.442, 0.015, 0.042, 0.109, 0.123, 0.138]}","{0.763: [0.304, 0.568, 0.015, 0.42, 0.123, 0.396]}","{0.219: [0.314, 0.062, 0.181, 0.145, 0.177, 0.175]}",5,"(1.5, 5.5)",0.412,0,"(3.0, 5.0)",1.603,1,"(2.7, 5.1)",1.3,2,"(2.4, 5.2)",1.005,3,"(2.1, 5.3)",0.728,4,"(1.8, 5.4)",0.5,5,"(1.5, 5.5)",0.412,6,"(1.2, 5.6)",0.539,7,"(0.9, 5.7)",0.781,8,"(0.6, 5.8)",1.063,9,"(0.3, 5.9)",1.36
D,E,C,"[1.1, 1.1]","[-61, -72, -75, -78, -81, -81]","{0.265: [0.197, 0.014, 0.442, 0.025, 0.12, 0.125]}","{1.085: [0.116, 0.636, 0.119, 0.56, 0.246, 0.528]}","{0.377: [0.605, 0.014, 0.026, 0.054, 0.024, 0.08]}",6,"(1.2, 0.4)",0.707,0,"(3.0, 1.0)",1.903,1,"(2.7, 0.9)",1.612,2,"(2.4, 0.8)",1.334,3,"(2.1, 0.7)",1.077,4,"(1.8, 0.6)",0.86,5,"(1.5, 0.5)",0.721,6,"(1.2, 0.4)",0.707,7,"(0.9, 0.3)",0.825,8,"(0.6, 0.2)",1.03,9,"(0.3, 0.1)",1.281
D,E,C,"[1.8, 0.3]","[-52, -60, -66, -70, -73, -76]","{0.266: [0.316, 0.178, 0.269, 0.125, 0.207, 0.056]}","{0.556: [0.246, 0.364, 0.015, 0.4, 0.123, 0.434]}","{0.196: [0.368, 0.155, 0.143, 0.054, 0.12, 0.013]}",4,"(1.8, 0.6)",0.3,0,"(3.0, 1.0)",1.389,1,"(2.7, 0.9)",1.082,2,"(2.4, 0.8)",0.781,3,"(2.1, 0.7)",0.5,4,"(1.8, 0.6)",0.3,5,"(1.5, 0.5)",0.361,6,"(1.2, 0.4)",0.608,7,"(0.9, 0.3)",0.9,8,"(0.6, 0.2)",1.204,9,"(0.3, 0.1)",1.513
A,E,C,"[0.4, 1.7]","[-49, -65, -69, -71, -78, -98]","{0.516: [0.3, 0.0, 0.169, 0.145, 0.258, 0.556]}","{1.25: [0.29, 0.477, 0.03, 0.42, 0.2, 0.849]}","{0.202: [0.289, 0.085, 0.104, 0.041, 0.06, 0.307]}",5,"(0.5, 1.5)",0.224,0,"(1.0, 3.0)",1.432,1,"(0.9, 2.7)",1.118,2,"(0.8, 2.4)",0.806,3,"(0.7, 2.1)",0.5,4,"(0.6, 1.8)",0.224,5,"(0.5, 1.5)",0.224,6,"(0.4, 1.2)",0.5,7,"(0.3, 0.9)",0.806,8,"(0.2, 0.6)",1.118,9,"(0.1, 0.3)",1.432
C,E,D,"[3.5, 0.2]","[-52, -67, -67, -68, -72, -85]","{0.198: [0.368, 0.056, 0.13, 0.081, 0.133, 0.133]}","{0.842: [0.246, 0.523, 0.0, 0.36, 0.108, 0.604]}","{0.292: [0.316, 0.082, 0.288, 0.15, 0.217, 0.181]}",2,"(3.6, 0.8)",0.608,0,"(3.0, 1.0)",0.943,1,"(3.3, 0.9)",0.728,2,"(3.6, 0.8)",0.608,3,"(3.9, 0.7)",0.64,4,"(4.2, 0.6)",0.806,5,"(4.5, 0.5)",1.044,6,"(4.8, 0.4)",1.315,7,"(5.1, 0.3)",1.603,8,"(5.4, 0.2)",1.9,9,"(5.7, 0.1)",2.202
C,E,D,"[3.5, 0.2]","[-50, -67, -70, -68, -60, -85]","{0.213: [0.316, 0.056, 0.091, 0.081, 0.277, 0.133]}","{0.853: [0.275, 0.523, 0.045, 0.36, 0.077, 0.604]}","{0.42: [0.342, 0.082, 0.346, 0.15, 0.348, 0.181]}",2,"(3.6, 0.8)",0.608,0,"(3.0, 1.0)",0.943,1,"(3.3, 0.9)",0.728,2,"(3.6, 0.8)",0.608,3,"(3.9, 0.7)",0.64,4,"(4.2, 0.6)",0.806,5,"(4.5, 0.5)",1.044,6,"(4.8, 0.4)",1.315,7,"(5.1, 0.3)",1.603,8,"(5.4, 0.2)",1.9,9,"(5.7, 0.1)",2.202
A,B,E,"[3.4, 3.8]","[-52, -60, -62, -68, -67, -73]","{0.177: [0.257, 0.077, 0.253, 0.097, 0.081, 0.159]}","{0.206: [0.395, 0.118, 0.127, 0.062, 0.031, 0.123]}","{0.472: [0.246, 0.364, 0.075, 0.36, 0.031, 0.377]}",6,"(3.0, 3.8)",0.4,0,"(3.0, 5.0)",1.265,1,"(3.0, 4.8)",1.077,2,"(3.0, 4.6)",0.894,3,"(3.0, 4.4)",0.721,4,"(3.0, 4.2)",0.566,5,"(3.0, 4.0)",0.447,6,"(3.0, 3.8)",0.4,7,"(3.0, 3.6)",0.447,8,"(3.0, 3.4)",0.566,9,"(3.0, 3.2)",0.721
A,E,B,"[4.9, 5]","[-53, -56, -65, -74, -78, -80]","{0.303: [0.243, 0.138, 0.217, 0.194, 0.258, 0.27]}","{0.659: [0.232, 0.273, 0.03, 0.48, 0.2, 0.509]}","{0.302: [0.384, 0.176, 0.085, 0.156, 0.2, 0.231]}",6,"(4.8, 5.6)",0.608,0,"(3.0, 5.0)",1.9,1,"(3.3, 5.1)",1.603,2,"(3.6, 5.2)",1.315,3,"(3.9, 5.3)",1.044,4,"(4.2, 5.4)",0.806,5,"(4.5, 5.5)",0.64,6,"(4.8, 5.6)",0.608,7,"(5.1, 5.7)",0.728,8,"(5.4, 5.8)",0.943,9,"(5.7, 5.9)",1.204
B,A,E,"[2.3, 3.8]","[-46, -62, -64, -65, -65, -80]","{0.287: [0.465, 0.088, 0.099, 0.016, 0.0, 0.231]}","{0.249: [0.343, 0.046, 0.229, 0.048, 0.048, 0.27]}","{0.629: [0.333, 0.409, 0.045, 0.3, 0.0, 0.509]}",6,"(3.0, 3.8)",0.7,0,"(3.0, 5.0)",1.389,1,"(3.0, 4.8)",1.221,2,"(3.0, 4.6)",1.063,3,"(3.0, 4.4)",0.922,4,"(3.0, 4.2)",0.806,5,"(3.0, 4.0)",0.728,6,"(3.0, 3.8)",0.7,7,"(3.0, 3.6)",0.728,8,"(3.0, 3.4)",0.806,9,"(3.0, 3.2)",0.922
D,C,E,"[1.85, 1.7]","[-55, -60, -65, -67, -78, -84]","{0.248: [0.276, 0.178, 0.25, 0.163, 0.152, 0.167]}","{0.275: [0.447, 0.155, 0.156, 0.095, 0.06, 0.12]}","{0.672: [0.203, 0.364, 0.03, 0.34, 0.2, 0.585]}",3,"(3.0, 1.6)",1.154,0,"(3.0, 1.0)",1.346,1,"(3.0, 1.2)",1.254,2,"(3.0, 1.4)",1.188,3,"(3.0, 1.6)",1.154,4,"(3.0, 1.8)",1.154,5,"(3.0, 2.0)",1.188,6,"(3.0, 2.2)",1.254,7,"(3.0, 2.4)",1.346,8,"(3.0, 2.6)",1.46,9,"(3.0, 2.8)",1.591
C,A,E,"[1.8, 3.2]","[-56, -59, -64, -64, -77, -70]","{0.31: [0.474, 0.169, 0.169, 0.135, 0.072, 0.067]}","{0.172: [0.2, 0.092, 0.229, 0.032, 0.242, 0.111]}","{0.368: [0.188, 0.341, 0.045, 0.28, 0.185, 0.321]}",4,"(1.8, 3.0)",0.2,0,"(1.0, 3.0)",0.825,1,"(1.2, 3.0)",0.632,2,"(1.4, 3.0)",0.447,3,"(1.6, 3.0)",0.283,4,"(1.8, 3.0)",0.2,5,"(2.0, 3.0)",0.283,6,"(2.2, 3.0)",0.447,7,"(2.4, 3.0)",0.632,8,"(2.6, 3.0)",0.825,9,"(2.8, 3.0)",1.02
D,E,B,"[5.5, 4.5]","[-57, -61, -65, -70, -74, -75]","{0.207: [0.25, 0.164, 0.25, 0.125, 0.196, 0.042]}","{0.531: [0.174, 0.386, 0.03, 0.4, 0.138, 0.415]}","{0.184: [0.337, 0.103, 0.085, 0.094, 0.138, 0.154]}",5,"(5.5, 4.5)",0.0,0,"(5.0, 3.0)",1.581,1,"(5.1, 3.3)",1.265,2,"(5.2, 3.6)",0.949,3,"(5.3, 3.9)",0.632,4,"(5.4, 4.2)",0.316,5,"(5.5, 4.5)",0.0,6,"(5.6, 4.8)",0.316,7,"(5.7, 5.1)",0.632,8,"(5.8, 5.4)",0.949,9,"(5.9, 5.7)",1.265
B,E,D,"[5.9, 1.6]","[-31, -65, -68, -74, -87, -92]","{0.724: [0.64, 0.044, 0.042, 0.156, 0.338, 0.415]}","{1.418: [0.551, 0.477, 0.015, 0.48, 0.338, 0.736]}","{0.543: [0.592, 0.11, 0.308, 0.075, 0.054, 0.278]}",5,"(5.5, 1.5)",0.412,0,"(5.0, 3.0)",1.664,1,"(5.1, 2.7)",1.36,2,"(5.2, 2.4)",1.063,3,"(5.3, 2.1)",0.781,4,"(5.4, 1.8)",0.539,5,"(5.5, 1.5)",0.412,6,"(5.6, 1.2)",0.5,7,"(5.7, 0.9)",0.728,8,"(5.8, 0.6)",1.005,9,"(5.9, 0.3)",1.3
C,A,E,"[1.8, 3.9]","[-49, -57, -64, -66, -68, -70]","{0.201: [0.289, 0.197, 0.169, 0.108, 0.181, 0.067]}","{0.182: [0.3, 0.123, 0.229, 0.065, 0.097, 0.111]}","{0.38: [0.29, 0.295, 0.045, 0.32, 0.046, 0.321]}",4,"(1.8, 3.0)",0.9,0,"(1.0, 3.0)",1.204,1,"(1.2, 3.0)",1.082,2,"(1.4, 3.0)",0.985,3,"(1.6, 3.0)",0.922,4,"(1.8, 3.0)",0.9,5,"(2.0, 3.0)",0.922,6,"(2.2, 3.0)",0.985,7,"(2.4, 3.0)",1.082,8,"(2.6, 3.0)",1.204,9,"(2.8, 3.0)",1.345
C,D,E,"[3.9, 1.9]","[-64, -72, -65, -78, -80, -73]","{0.497: [0.684, 0.014, 0.156, 0.054, 0.036, 0.027]}","{0.105: [0.158, 0.014, 0.25, 0.025, 0.13, 0.014]}","{0.919: [0.072, 0.636, 0.03, 0.56, 0.231, 0.377]}",5,"(3.0, 2.0)",0.906,0,"(3.0, 1.0)",1.273,1,"(3.0, 1.2)",1.14,2,"(3.0, 1.4)",1.03,3,"(3.0, 1.6)",0.949,4,"(3.0, 1.8)",0.906,5,"(3.0, 2.0)",0.906,6,"(3.0, 2.2)",0.949,7,"(3.0, 2.4)",1.03,8,"(3.0, 2.6)",1.14,9,"(3.0, 2.8)",1.273
B,D,E,"[4.6, 2.2]","[-61, -66, -71, -65, -69, -78]","{0.13: [0.291, 0.029, 0.0, 0.016, 0.062, 0.2]}","{0.285: [0.197, 0.096, 0.365, 0.188, 0.25, 0.083]}","{0.584: [0.116, 0.5, 0.06, 0.3, 0.062, 0.472]}",2,"(4.6, 3.0)",0.8,0,"(5.0, 3.0)",0.894,1,"(4.8, 3.0)",0.825,2,"(4.6, 3.0)",0.8,3,"(4.4, 3.0)",0.825,4,"(4.2, 3.0)",0.894,5,"(4.0, 3.0)",1.0,6,"(3.8, 3.0)",1.131,7,"(3.6, 3.0)",1.281,8,"(3.4, 3.0)",1.442,9,"(3.2, 3.0)",1.612
D,E,B,"[5.5, 5.4]","[-50, -63, -69, -75, -77, -79]","{0.283: [0.342, 0.137, 0.327, 0.062, 0.163, 0.097]}","{0.789: [0.275, 0.432, 0.03, 0.5, 0.185, 0.491]}","{0.292: [0.419, 0.074, 0.028, 0.172, 0.185, 0.215]}",8,"(5.8, 5.4)",0.3,0,"(5.0, 3.0)",2.452,1,"(5.1, 3.3)",2.138,2,"(5.2, 3.6)",1.825,3,"(5.3, 3.9)",1.513,4,"(5.4, 4.2)",1.204,5,"(5.5, 4.5)",0.9,6,"(5.6, 4.8)",0.608,7,"(5.7, 5.1)",0.361,8,"(5.8, 5.4)",0.3,9,"(5.9, 5.7)",0.5
